MES_REFERENCIA;VENDEDOR;SUBMARCA;META_FATURAMENTO
2025-03;VEN008;Cerveja Premium;49605.49
2025-03;VEN009;Energéticos;99282.33
2025-03;VEN009;Isotônicos;49284.59
2025-03;VEN009;Cerveja Premium;34712.01
2025-03;VEN010;Energéticos;100016.31
2025-03;VEN010;Isotônicos;53937.26
2025-03;VEN010;Cerveja Premium;49497.68
2025-03;VEN011;Energéticos;103022.27
2025-03;VEN011;Isotônicos;57046.69
2025-03;VEN011;Cerveja Premium;43513.92
2025-03;VEN012;Energéticos;92059.38
2025-03;VEN012;Isotônicos;52454.99
2025-03;VEN012;Cerveja Premium;55404.4
2025-03;VEN013;Energéticos;103568.44
2025-03;VEN013;Isotônicos;59054.16
2025-03;VEN013;Cerveja Premium;35477.63
2025-03;VEN014;Energéticos;98006.71
2025-03;VEN014;Isotônicos;37213.08
2025-03;VEN014;Cerveja Premium;60968.05
2025-03;VEN015;Energéticos;92988.16
2025-03;VEN015;Isotônicos;49099.45
2025-03;VEN015;Cerveja Premium;40927.24
2025-03;VEN016;Energéticos;72343.51
2025-03;VEN016;Isotônicos;51505.5
2025-03;VEN016;Cerveja Premium;47489.89
2025-03;VEN017;Energéticos;108293.98
2025-03;VEN017;Isotônicos;60913.02
2025-03;VEN017;Cerveja Premium;49716.26
2025-03;VEN018;Energéticos;97697.82
2025-03;VEN018;Isotônicos;76311.78
2025-03;VEN018;Cerveja Premium;56886.48
2025-03;VEN019;Energéticos;88774.39
2025-03;VEN019;Isotônicos;50988.05
2025-03;VEN019;Cerveja Premium;62161.31
2025-03;VEN020;Energéticos;97209.86
2025-03;VEN020;Isotônicos;64634.35
2025-03;VEN020;Cerveja Premium;52908.79
2025-03;VEN021;Energéticos;87573.39
2025-03;VEN021;Isotônicos;57246.79
2025-03;VEN021;Cerveja Premium;48024.62
2025-03;VEN022;Energéticos;88024.56
2025-03;VEN022;Isotônicos;42976.7
2025-03;VEN022;Cerveja Premium;50146.19
2025-03;VEN023;Energéticos;113956.69
2025-03;VEN023;Isotônicos;55590.66
2025-03;VEN023;Cerveja Premium;42773.27
2025-03;VEN024;Energéticos;89161.13
2025-03;VEN024;Isotônicos;42932.24
2025-03;VEN024;Cerveja Premium;43907.63
2025-03;VEN025;Energéticos;91355.71
2025-03;VEN025;Isotônicos;54842.25
2025-03;VEN025;Cerveja Premium;46442.71
2025-03;VEN026;Energéticos;74444.79
2025-03;VEN026;Isotônicos;57624.13
2025-03;VEN026;Cerveja Premium;55847.49
2025-03;VEN027;Energéticos;78564.37
2025-03;VEN027;Isotônicos;62608.71
2025-03;VEN027;Cerveja Premium;57646.2
2025-03;VEN028;Energéticos;78399.33
2025-03;VEN028;Isotônicos;63643.14
2025-03;VEN028;Cerveja Premium;41150.05
2025-03;VEN029;Energéticos;85803.44
2025-03;VEN029;Isotônicos;62676.2
2025-03;VEN029;Cerveja Premium;53531.31
2025-03;VEN030;Energéticos;67642.42
2025-03;VEN030;Isotônicos;47488.22
2025-03;VEN030;Cerveja Premium;46918.6
2025-03;VEN031;Energéticos;84547.02
2025-03;VEN031;Isotônicos;72418.08
2025-03;VEN031;Cerveja Premium;45938.71
2025-03;VEN032;Energéticos;87340.61
2025-03;VEN032;Isotônicos;57490.94
2025-03;VEN032;Cerveja Premium;45486.52
2025-03;VEN033;Energéticos;96199.42
2025-03;VEN033;Isotônicos;58025.78
2025-03;VEN033;Cerveja Premium;54408.22
2025-03;VEN034;Energéticos;98502.72
2025-03;VEN034;Isotônicos;71603.8
2025-03;VEN034;Cerveja Premium;42391.52
2025-03;VEN035;Energéticos;66756.92
2025-03;VEN035;Isotônicos;61182.97
2025-03;VEN035;Cerveja Premium;50024.21
2025-03;VEN036;Energéticos;85647.49
2025-03;VEN036;Isotônicos;45165.35
2025-03;VEN036;Cerveja Premium;51182.71
2025-03;VEN037;Energéticos;87361.73
2025-03;VEN037;Isotônicos;52975.61
2025-03;VEN037;Cerveja Premium;38669.26
2025-03;VEN038;Energéticos;74461.4
2025-03;VEN038;Isotônicos;62529.0
2025-03;VEN038;Cerveja Premium;46280.12
2025-03;VEN039;Energéticos;99214.22
2025-03;VEN039;Isotônicos;51197.82
2025-03;VEN039;Cerveja Premium;55364.4
2025-03;VEN040;Energéticos;72563.24
2025-03;VEN040;Isotônicos;41481.96
2025-03;VEN040;Cerveja Premium;51528.99
2025-03;VEN041;Energéticos;84709.19
2025-03;VEN041;Isotônicos;68995.61
2025-03;VEN041;Cerveja Premium;59211.9
2025-03;VEN042;Energéticos;97227.64
2025-03;VEN042;Isotônicos;45847.68
2025-03;VEN042;Cerveja Premium;40846.5
2025-03;VEN043;Energéticos;95614.87
2025-03;VEN043;Isotônicos;50614.21
2025-03;VEN043;Cerveja Premium;52869.72
2025-03;VEN044;Energéticos;91342.86
2025-03;VEN044;Isotônicos;40017.82
2025-03;VEN044;Cerveja Premium;43441.32
2025-03;VEN045;Energéticos;76167.17
2025-03;VEN045;Isotônicos;61039.0
2025-03;VEN045;Cerveja Premium;53525.41
2025-03;VEN046;Energéticos;80101.97
2025-03;VEN046;Isotônicos;42814.85
2025-03;VEN046;Cerveja Premium;36812.08
2025-03;VEN047;Energéticos;83425.2
2025-03;VEN047;Isotônicos;44164.87
2025-03;VEN047;Cerveja Premium;51374.07
2025-03;VEN048;Energéticos;103539.14
2025-03;VEN048;Isotônicos;45293.8
2025-03;VEN048;Cerveja Premium;41090.23
2025-03;VEN049;Energéticos;81687.77
2025-03;VEN049;Isotônicos;55355.32
2025-03;VEN049;Cerveja Premium;44068.03
2025-03;VEN050;Energéticos;92683.62
2025-03;VEN050;Isotônicos;63562.3
2025-03;VEN050;Cerveja Premium;30467.32
2025-03;VEN051;Energéticos;96008.16
2025-03;VEN051;Isotônicos;67662.38
2025-03;VEN051;Cerveja Premium;45775.25
2025-03;VEN052;Energéticos;87640.48
2025-03;VEN052;Isotônicos;58503.99
2025-03;VEN052;Cerveja Premium;63324.71
2025-03;VEN053;Energéticos;60056.45
2025-03;VEN053;Isotônicos;59476.11
2025-03;VEN053;Cerveja Premium;40682.7
2025-03;VEN054;Energéticos;88429.61
2025-03;VEN054;Isotônicos;52043.31
2025-03;VEN054;Cerveja Premium;31801.91
2025-03;VEN055;Energéticos;79440.4
2025-03;VEN055;Isotônicos;54013.22
2025-03;VEN055;Cerveja Premium;39425.94
2025-03;VEN056;Energéticos;78138.67
2025-03;VEN056;Isotônicos;51241.12
2025-03;VEN056;Cerveja Premium;38083.48
2025-03;VEN057;Energéticos;104994.54
2025-03;VEN057;Isotônicos;62957.47
2025-03;VEN057;Cerveja Premium;39108.16
2025-03;VEN058;Energéticos;78823.65
2025-03;VEN058;Isotônicos;70025.42
2025-03;VEN058;Cerveja Premium;39710.03
2025-03;VEN059;Energéticos;89647.62
2025-03;VEN059;Isotônicos;48723.59
2025-03;VEN059;Cerveja Premium;45977.17
2025-03;VEN060;Energéticos;77600.16
2025-03;VEN060;Isotônicos;50221.19
2025-03;VEN060;Cerveja Premium;34610.81
2025-03;VEN061;Energéticos;69472.75
2025-03;VEN061;Isotônicos;57266.1
2025-03;VEN061;Cerveja Premium;44294.49
2025-03;VEN062;Energéticos;97664.33
2025-03;VEN062;Isotônicos;60398.75
2025-03;VEN062;Cerveja Premium;40756.77
2025-03;VEN063;Energéticos;97291.83
2025-03;VEN063;Isotônicos;66456.62
2025-03;VEN063;Cerveja Premium;52645.53
2025-03;VEN064;Energéticos;81477.94
2025-03;VEN064;Isotônicos;48562.62
2025-03;VEN064;Cerveja Premium;45839.88
2025-03;VEN065;Energéticos;106465.69
2025-03;VEN065;Isotônicos;54547.07
2025-03;VEN065;Cerveja Premium;47619.8
2025-03;VEN066;Energéticos;74511.77
2025-03;VEN066;Isotônicos;51657.75
2025-03;VEN066;Cerveja Premium;53319.09
2025-03;VEN067;Energéticos;95970.0
2025-03;VEN067;Isotônicos;45354.81
2025-03;VEN067;Cerveja Premium;44345.41
2025-03;VEN068;Energéticos;102113.02
2025-03;VEN068;Isotônicos;52169.96
2025-03;VEN068;Cerveja Premium;37290.82
2025-03;VEN069;Energéticos;90836.84
2025-03;VEN069;Isotônicos;56314.59
2025-03;VEN069;Cerveja Premium;43931.17
2025-03;VEN070;Energéticos;83179.53
2025-03;VEN070;Isotônicos;51286.68
2025-03;VEN070;Cerveja Premium;43307.32
2025-03;VEN071;Energéticos;90126.14
2025-03;VEN071;Isotônicos;46755.84
2025-03;VEN071;Cerveja Premium;61837.76
2025-03;VEN072;Energéticos;99006.3
2025-03;VEN072;Isotônicos;54152.38
2025-03;VEN072;Cerveja Premium;39875.56
2025-03;VEN073;Energéticos;81123.68
2025-03;VEN073;Isotônicos;58553.03
2025-03;VEN073;Cerveja Premium;34503.7
2025-03;VEN074;Energéticos;104471.49
2025-03;VEN074;Isotônicos;46795.79
2025-03;VEN074;Cerveja Premium;41963.69
2025-03;VEN075;Energéticos;102671.93
2025-03;VEN075;Isotônicos;38869.41
2025-03;VEN075;Cerveja Premium;65078.78
2025-03;VEN076;Energéticos;104556.56
2025-03;VEN076;Isotônicos;60015.04
2025-03;VEN076;Cerveja Premium;37385.31
2025-03;VEN077;Energéticos;105273.95
2025-03;VEN077;Isotônicos;46603.99
2025-03;VEN077;Cerveja Premium;46052.08
2025-03;VEN078;Energéticos;75633.03
2025-03;VEN078;Isotônicos;53189.34
2025-03;VEN078;Cerveja Premium;62373.78
2025-03;VEN079;Energéticos;98333.59
2025-03;VEN079;Isotônicos;52959.51
2025-03;VEN079;Cerveja Premium;43462.85
2025-03;VEN080;Energéticos;78176.27
2025-03;VEN080;Isotônicos;41280.03
2025-03;VEN080;Cerveja Premium;54432.02
2025-03;VEN081;Energéticos;87398.18
2025-03;VEN081;Isotônicos;70670.54
2025-03;VEN081;Cerveja Premium;52715.39
2025-03;VEN082;Energéticos;99013.85
2025-03;VEN082;Isotônicos;53697.78
2025-03;VEN082;Cerveja Premium;50894.96
2025-03;VEN083;Energéticos;65590.0
2025-03;VEN083;Isotônicos;54044.08
2025-03;VEN083;Cerveja Premium;44351.39
2025-03;VEN084;Energéticos;91024.19
2025-03;VEN084;Isotônicos;69149.33
2025-03;VEN084;Cerveja Premium;48410.45
2025-03;VEN085;Energéticos;97952.93
2025-03;VEN085;Isotônicos;66609.2
2025-03;VEN085;Cerveja Premium;62798.9
2025-03;VEN086;Energéticos;72276.41
2025-03;VEN086;Isotônicos;70806.29
2025-03;VEN086;Cerveja Premium;39119.46
2025-03;VEN087;Energéticos;77365.59
2025-03;VEN087;Isotônicos;45358.5
2025-03;VEN087;Cerveja Premium;57790.71
2025-03;VEN088;Energéticos;86998.38
2025-03;VEN088;Isotônicos;53337.22
2025-03;VEN088;Cerveja Premium;62425.71
2025-03;VEN089;Energéticos;93523.75
2025-03;VEN089;Isotônicos;62626.32
2025-03;VEN089;Cerveja Premium;33662.22
2025-03;VEN090;Energéticos;99158.59
2025-03;VEN090;Isotônicos;56741.32
2025-03;VEN090;Cerveja Premium;50509.43
2025-03;VEN091;Energéticos;74345.58
2025-03;VEN091;Isotônicos;51760.62
2025-03;VEN091;Cerveja Premium;35899.44
2025-03;VEN092;Energéticos;104187.17
2025-03;VEN092;Isotônicos;50565.15
2025-03;VEN092;Cerveja Premium;38747.26
2025-03;VEN093;Energéticos;72511.28
2025-03;VEN093;Isotônicos;58870.39
2025-03;VEN093;Cerveja Premium;62989.79
2025-03;VEN094;Energéticos;81907.68
2025-03;VEN094;Isotônicos;52901.67
2025-03;VEN094;Cerveja Premium;40929.13
2025-03;VEN095;Energéticos;103869.25
2025-03;VEN095;Isotônicos;43213.42
2025-03;VEN095;Cerveja Premium;42774.48
2025-03;VEN096;Energéticos;62867.48
2025-03;VEN096;Isotônicos;61089.98
2025-03;VEN096;Cerveja Premium;44933.99
2025-03;VEN097;Energéticos;68427.37
2025-03;VEN097;Isotônicos;58455.42
2025-03;VEN097;Cerveja Premium;52226.23
2025-03;VEN098;Energéticos;75842.62
2025-03;VEN098;Isotônicos;69510.64
2025-03;VEN098;Cerveja Premium;41707.53
2025-03;VEN099;Energéticos;84085.01
2025-03;VEN099;Isotônicos;45198.81
2025-03;VEN099;Cerveja Premium;57040.84
2025-03;VEN100;Energéticos;82123.58
2025-03;VEN100;Isotônicos;60925.18
2025-03;VEN100;Cerveja Premium;36184.36
2025-04;VEN001;Energéticos;74770.75
2025-04;VEN001;Isotônicos;46479.67
2025-04;VEN001;Cerveja Premium;38503.18
2025-04;VEN002;Energéticos;75681.49
2025-04;VEN002;Isotônicos;79289.67
2025-04;VEN002;Cerveja Premium;37978.86
2025-04;VEN003;Energéticos;86738.98
2025-04;VEN003;Isotônicos;70739.34
2025-04;VEN003;Cerveja Premium;33509.69
2025-04;VEN004;Energéticos;96232.04
2025-04;VEN004;Isotônicos;61897.63
2025-04;VEN004;Cerveja Premium;55154.62
2025-04;VEN005;Energéticos;90404.59
2025-04;VEN005;Isotônicos;52196.16
2025-04;VEN005;Cerveja Premium;54049.86
2025-04;VEN006;Energéticos;66163.5
2025-04;VEN006;Isotônicos;58168.32
2025-04;VEN006;Cerveja Premium;49336.9
2025-04;VEN007;Energéticos;59113.29
2025-04;VEN007;Isotônicos;52025.43
2025-04;VEN007;Cerveja Premium;48388.48
2025-04;VEN008;Energéticos;75176.22
2025-04;VEN008;Isotônicos;53298.36
2025-04;VEN008;Cerveja Premium;54502.62
2025-04;VEN009;Energéticos;81183.51
2025-04;VEN009;Isotônicos;44938.09
2025-04;VEN009;Cerveja Premium;37992.3
2025-04;VEN010;Energéticos;91853.0
2025-04;VEN010;Isotônicos;51618.6
2025-04;VEN010;Cerveja Premium;40330.11
2025-04;VEN011;Energéticos;100569.15
2025-04;VEN011;Isotônicos;64275.65
2025-04;VEN011;Cerveja Premium;45162.74
2025-04;VEN012;Energéticos;99671.4
2025-04;VEN012;Isotônicos;43580.43
2025-04;VEN012;Cerveja Premium;50351.58
2025-04;VEN013;Energéticos;102436.85
2025-04;VEN013;Isotônicos;60338.77
2025-04;VEN013;Cerveja Premium;38396.5
2025-04;VEN014;Energéticos;75710.13
2025-04;VEN014;Isotônicos;47820.89
2025-04;VEN014;Cerveja Premium;60753.37
2025-04;VEN015;Energéticos;98074.37
2025-04;VEN015;Isotônicos;55212.41
2025-04;VEN015;Cerveja Premium;55705.25
2025-04;VEN016;Energéticos;74828.13
2025-04;VEN016;Isotônicos;57015.64
2025-04;VEN016;Cerveja Premium;49435.56
2025-04;VEN017;Energéticos;113332.14
2025-04;VEN017;Isotônicos;70169.76
2025-04;VEN017;Cerveja Premium;49604.23
2025-04;VEN018;Energéticos;98866.03
2025-04;VEN018;Isotônicos;70792.25
2025-04;VEN018;Cerveja Premium;48530.26
2025-04;VEN019;Energéticos;104982.28
2025-04;VEN019;Isotônicos;55492.52
2025-04;VEN019;Cerveja Premium;64411.43
2025-04;VEN020;Energéticos;106436.19
2025-04;VEN020;Isotônicos;56481.76
2025-04;VEN020;Cerveja Premium;49496.86
2025-04;VEN021;Energéticos;93519.93
2025-04;VEN021;Isotônicos;58502.35
2025-04;VEN021;Cerveja Premium;41179.99
2025-04;VEN022;Energéticos;99887.87
2025-04;VEN022;Isotônicos;44911.23
2025-04;VEN022;Cerveja Premium;38774.42
2025-04;VEN023;Energéticos;80483.56
2025-04;VEN023;Isotônicos;48804.63
2025-04;VEN023;Cerveja Premium;39807.4
2025-04;VEN024;Energéticos;81501.74
2025-04;VEN024;Isotônicos;55670.84
2025-04;VEN024;Cerveja Premium;34141.23
2025-04;VEN025;Energéticos;82350.59
2025-04;VEN025;Isotônicos;45674.76
2025-04;VEN025;Cerveja Premium;49797.41
2025-04;VEN026;Energéticos;80670.71
2025-04;VEN026;Isotônicos;53984.21
2025-04;VEN026;Cerveja Premium;42685.34
2025-04;VEN027;Energéticos;81958.46
2025-04;VEN027;Isotônicos;45390.08
2025-04;VEN027;Cerveja Premium;52226.4
2025-04;VEN028;Energéticos;73288.88
2025-04;VEN028;Isotônicos;63840.75
2025-04;VEN028;Cerveja Premium;45580.55
2025-04;VEN029;Energéticos;106558.45
2025-04;VEN029;Isotônicos;64642.94
2025-04;VEN029;Cerveja Premium;47182.73
2025-04;VEN030;Energéticos;79534.73
2025-04;VEN030;Isotônicos;57555.9
2025-04;VEN030;Cerveja Premium;55614.58
2025-04;VEN031;Energéticos;98619.26
2025-04;VEN031;Isotônicos;53230.7
2025-04;VEN031;Cerveja Premium;45127.26
2025-04;VEN032;Energéticos;85511.1
2025-04;VEN032;Isotônicos;55142.49
2025-04;VEN032;Cerveja Premium;33611.7
2025-04;VEN033;Energéticos;92381.44
2025-04;VEN033;Isotônicos;64559.3
2025-04;VEN033;Cerveja Premium;45988.39
2025-04;VEN034;Energéticos;104465.82
2025-04;VEN034;Isotônicos;61621.71
2025-04;VEN034;Cerveja Premium;43198.9
2025-04;VEN035;Energéticos;79958.44
2025-04;VEN035;Isotônicos;54735.93
2025-04;VEN035;Cerveja Premium;49339.42
2025-04;VEN036;Energéticos;79207.02
2025-04;VEN036;Isotônicos;47053.73
2025-04;VEN036;Cerveja Premium;38806.63
2025-04;VEN037;Energéticos;94152.72
2025-04;VEN037;Isotônicos;46199.09
2025-04;VEN037;Cerveja Premium;37307.18
2025-04;VEN038;Energéticos;98788.84
2025-04;VEN038;Isotônicos;67169.55
2025-04;VEN038;Cerveja Premium;50242.97
2025-04;VEN039;Energéticos;94506.94
2025-04;VEN039;Isotônicos;49197.39
2025-04;VEN039;Cerveja Premium;47236.26
2025-04;VEN040;Energéticos;102383.91
2025-04;VEN040;Isotônicos;52623.06
2025-04;VEN040;Cerveja Premium;44132.17
2025-04;VEN041;Energéticos;97648.83
2025-04;VEN041;Isotônicos;49271.88
2025-04;VEN041;Cerveja Premium;46964.94
2025-04;VEN042;Energéticos;110670.32
2025-04;VEN042;Isotônicos;50219.19
2025-04;VEN042;Cerveja Premium;49253.4
2025-04;VEN043;Energéticos;102036.18
2025-04;VEN043;Isotônicos;58357.71
2025-04;VEN043;Cerveja Premium;46553.33
2025-04;VEN044;Energéticos;105925.91
2025-04;VEN044;Isotônicos;44874.56
2025-04;VEN044;Cerveja Premium;61447.7
2025-04;VEN045;Energéticos;107915.86
2025-04;VEN045;Isotônicos;44001.58
2025-04;VEN045;Cerveja Premium;51478.72
2025-04;VEN046;Energéticos;76419.41
2025-04;VEN046;Isotônicos;49039.59
2025-04;VEN046;Cerveja Premium;40170.0
2025-04;VEN047;Energéticos;92330.55
2025-04;VEN047;Isotônicos;52218.33
2025-04;VEN047;Cerveja Premium;46457.25
2025-04;VEN048;Energéticos;75851.43
2025-04;VEN048;Isotônicos;52030.48
2025-04;VEN048;Cerveja Premium;48781.45
2025-04;VEN049;Energéticos;88820.64
2025-04;VEN049;Isotônicos;48623.6
2025-04;VEN049;Cerveja Premium;30586.15
2025-04;VEN050;Energéticos;91130.81
2025-04;VEN050;Isotônicos;59367.51
2025-04;VEN050;Cerveja Premium;40923.75
2025-04;VEN051;Energéticos;82359.96
2025-04;VEN051;Isotônicos;65959.09
2025-04;VEN051;Cerveja Premium;53944.04
2025-04;VEN052;Energéticos;98289.67
2025-04;VEN052;Isotônicos;52501.57
2025-04;VEN052;Cerveja Premium;54997.03
2025-04;VEN053;Energéticos;70893.05
2025-04;VEN053;Isotônicos;66346.84
2025-04;VEN053;Cerveja Premium;47925.88
2025-04;VEN054;Energéticos;75938.73
2025-04;VEN054;Isotônicos;53482.47
2025-04;VEN054;Cerveja Premium;37384.71
2025-04;VEN055;Energéticos;89803.15
2025-04;VEN055;Isotônicos;59870.43
2025-04;VEN055;Cerveja Premium;47302.84
2025-04;VEN056;Energéticos;91065.93
2025-04;VEN056;Isotônicos;55685.08
2025-04;VEN056;Cerveja Premium;45237.21
2025-04;VEN057;Energéticos;75929.92
2025-04;VEN057;Isotônicos;52830.95
2025-04;VEN057;Cerveja Premium;37622.37
2025-04;VEN058;Energéticos;86197.82
2025-04;VEN058;Isotônicos;52656.79
2025-04;VEN058;Cerveja Premium;41540.69
2025-04;VEN059;Energéticos;105792.73
2025-04;VEN059;Isotônicos;50502.84
2025-04;VEN059;Cerveja Premium;40614.83
2025-04;VEN060;Energéticos;80094.76
2025-04;VEN060;Isotônicos;57781.38
2025-04;VEN060;Cerveja Premium;48772.72
2025-04;VEN061;Energéticos;98134.47
2025-04;VEN061;Isotônicos;52162.43
2025-04;VEN061;Cerveja Premium;38359.47
2025-04;VEN062;Energéticos;78814.3
2025-04;VEN062;Isotônicos;55206.16
2025-04;VEN062;Cerveja Premium;32911.58
2025-04;VEN063;Energéticos;86879.62
2025-04;VEN063;Isotônicos;65463.79
2025-04;VEN063;Cerveja Premium;49242.96
2025-04;VEN064;Energéticos;99449.0
2025-04;VEN064;Isotônicos;57527.47
2025-04;VEN064;Cerveja Premium;51659.87
2025-04;VEN065;Energéticos;100259.65
2025-04;VEN065;Isotônicos;62392.24
2025-04;VEN065;Cerveja Premium;42641.88
2025-04;VEN066;Energéticos;73637.67
2025-04;VEN066;Isotônicos;43701.33
2025-04;VEN066;Cerveja Premium;56738.35
2025-04;VEN067;Energéticos;99075.79
2025-04;VEN067;Isotônicos;47638.28
2025-04;VEN067;Cerveja Premium;50617.43
2025-04;VEN068;Energéticos;91926.16
2025-04;VEN068;Isotônicos;55942.65
2025-04;VEN068;Cerveja Premium;50100.81
2025-04;VEN069;Energéticos;77059.19
2025-04;VEN069;Isotônicos;48257.02
2025-04;VEN069;Cerveja Premium;38400.22
2025-04;VEN070;Energéticos;92963.88
2025-04;VEN070;Isotônicos;53133.8
2025-04;VEN070;Cerveja Premium;39195.67
2025-04;VEN071;Energéticos;77347.64
2025-04;VEN071;Isotônicos;45969.0
2025-04;VEN071;Cerveja Premium;46203.84
2025-04;VEN072;Energéticos;69506.96
2025-04;VEN072;Isotônicos;57983.88
2025-04;VEN072;Cerveja Premium;50567.61
2025-04;VEN073;Energéticos;77861.05
2025-04;VEN073;Isotônicos;54432.37
2025-04;VEN073;Cerveja Premium;41370.62
2025-04;VEN074;Energéticos;82816.98
2025-04;VEN074;Isotônicos;38910.7
2025-04;VEN074;Cerveja Premium;43894.96
2025-04;VEN075;Energéticos;94835.96
2025-04;VEN075;Isotônicos;36889.42
2025-04;VEN075;Cerveja Premium;51842.35
2025-04;VEN076;Energéticos;90118.63
2025-04;VEN076;Isotônicos;52510.59
2025-04;VEN076;Cerveja Premium;52138.8
2025-04;VEN077;Energéticos;93563.41
2025-04;VEN077;Isotônicos;55276.86
2025-04;VEN077;Cerveja Premium;44766.73
2025-04;VEN078;Energéticos;77331.07
2025-04;VEN078;Isotônicos;59478.17
2025-04;VEN078;Cerveja Premium;49058.95
2025-04;VEN079;Energéticos;93425.95
2025-04;VEN079;Isotônicos;61397.73
2025-04;VEN079;Cerveja Premium;36582.78
2025-04;VEN080;Energéticos;80799.83
2025-04;VEN080;Isotônicos;54495.43
2025-04;VEN080;Cerveja Premium;50647.62
2025-04;VEN081;Energéticos;88332.9
2025-04;VEN081;Isotônicos;53503.78
2025-04;VEN081;Cerveja Premium;44817.4
2025-04;VEN082;Energéticos;93139.6
2025-04;VEN082;Isotônicos;42352.78
2025-04;VEN082;Cerveja Premium;37443.44
2025-04;VEN083;Energéticos;85738.31
2025-04;VEN083;Isotônicos;52676.53
2025-04;VEN083;Cerveja Premium;55384.4
2025-04;VEN084;Energéticos;78827.22
2025-04;VEN084;Isotônicos;51378.82
2025-04;VEN084;Cerveja Premium;47019.76
2025-04;VEN085;Energéticos;103654.7
2025-04;VEN085;Isotônicos;54960.12
2025-04;VEN085;Cerveja Premium;45967.22
2025-04;VEN086;Energéticos;92066.22
2025-04;VEN086;Isotônicos;52357.47
2025-04;VEN086;Cerveja Premium;50957.26
2025-04;VEN087;Energéticos;103095.37
2025-04;VEN087;Isotônicos;41475.65
2025-04;VEN087;Cerveja Premium;59286.82
2025-04;VEN088;Energéticos;70817.35
2025-04;VEN088;Isotônicos;60654.57
2025-04;VEN088;Cerveja Premium;54135.99
2025-04;VEN089;Energéticos;82087.42
2025-04;VEN089;Isotônicos;53913.77
2025-04;VEN089;Cerveja Premium;46538.03
2025-04;VEN090;Energéticos;95628.25
2025-04;VEN090;Isotônicos;51474.25
2025-04;VEN090;Cerveja Premium;46539.94
2025-04;VEN091;Energéticos;75325.77
2025-04;VEN091;Isotônicos;58166.66
2025-04;VEN091;Cerveja Premium;39297.98
2025-04;VEN092;Energéticos;109363.38
2025-04;VEN092;Isotônicos;63593.87
2025-04;VEN092;Cerveja Premium;46225.76
2025-04;VEN093;Energéticos;75069.55
2025-04;VEN093;Isotônicos;57631.85
2025-04;VEN093;Cerveja Premium;68308.78
2025-04;VEN094;Energéticos;92342.78
2025-04;VEN094;Isotônicos;71765.36
2025-04;VEN094;Cerveja Premium;56092.98
2025-04;VEN095;Energéticos;95613.1
2025-04;VEN095;Isotônicos;61289.19
2025-04;VEN095;Cerveja Premium;40635.97
2025-04;VEN096;Energéticos;70264.89
2025-04;VEN096;Isotônicos;52265.45
2025-04;VEN096;Cerveja Premium;55610.43
2025-04;VEN097;Energéticos;87710.78
2025-04;VEN097;Isotônicos;47749.29
2025-04;VEN097;Cerveja Premium;52482.22
2025-04;VEN098;Energéticos;90484.29
2025-04;VEN098;Isotônicos;63693.62
2025-04;VEN098;Cerveja Premium;32173.0
2025-04;VEN099;Energéticos;108937.5
2025-04;VEN099;Isotônicos;54903.9
2025-04;VEN099;Cerveja Premium;50274.51
2025-04;VEN100;Energéticos;72287.24
2025-04;VEN100;Isotônicos;58501.23
2025-04;VEN100;Cerveja Premium;44707.62
2025-05;VEN001;Energéticos;68874.93
2025-05;VEN001;Isotônicos;50979.52
2025-05;VEN001;Cerveja Premium;39350.75
2025-05;VEN002;Energéticos;68703.91
2025-05;VEN002;Isotônicos;68960.73
2025-05;VEN002;Cerveja Premium;46454.56
2025-05;VEN003;Energéticos;73674.34
2025-05;VEN003;Isotônicos;69837.1
2025-05;VEN003;Cerveja Premium;39491.33
2025-05;VEN004;Energéticos;104333.69
2025-05;VEN004;Isotônicos;62568.69
2025-05;VEN004;Cerveja Premium;46148.71
2025-05;VEN005;Energéticos;80071.91
2025-05;VEN005;Isotônicos;48872.05
2025-05;VEN005;Cerveja Premium;47178.66
2025-05;VEN006;Energéticos;77662.35
2025-05;VEN006;Isotônicos;58008.16
2025-05;VEN006;Cerveja Premium;41850.92
2025-05;VEN007;Energéticos;78125.67
2025-05;VEN007;Isotônicos;50418.79
2025-05;VEN007;Cerveja Premium;42131.54
2025-05;VEN008;Energéticos;95844.47
2025-05;VEN008;Isotônicos;52306.15
2025-05;VEN008;Cerveja Premium;49901.65
2025-05;VEN009;Energéticos;74674.27
2025-05;VEN009;Isotônicos;45304.5
2025-05;VEN009;Cerveja Premium;40909.28
2025-05;VEN010;Energéticos;79922.85
2025-05;VEN010;Isotônicos;47087.49
2025-05;VEN010;Cerveja Premium;44942.29
2025-05;VEN011;Energéticos;92458.61
2025-05;VEN011;Isotônicos;45808.76
2025-05;VEN011;Cerveja Premium;41661.95
2025-05;VEN012;Energéticos;106807.76
2025-05;VEN012;Isotônicos;40196.69
2025-05;VEN012;Cerveja Premium;53226.75
2025-05;VEN013;Energéticos;75015.91
2025-05;VEN013;Isotônicos;58728.18
2025-05;VEN013;Cerveja Premium;39836.66
2025-05;VEN014;Energéticos;85839.12
2025-05;VEN014;Isotônicos;38913.6
2025-05;VEN014;Cerveja Premium;50264.01
2025-05;VEN015;Energéticos;74407.59
2025-05;VEN015;Isotônicos;57327.45
2025-05;VEN015;Cerveja Premium;52074.84
2025-05;VEN016;Energéticos;91047.74
2025-05;VEN016;Isotônicos;49679.15
2025-05;VEN016;Cerveja Premium;55357.22
